都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,設置位置,電話番号,内線番号,利用可能日時特記事項,小児対応設備の有無,URL,備考
032069,0000000259,岩手県,北上市,鬼柳小学校,オニヤナギショウガッコウ,北上市鬼柳町都鳥35番地,,39.275433,141.096481,"１階体育館入口
１階職員玄関",0197-67-2533,,施設就業時間等に準ずる,,,
032069,0000000260,岩手県,北上市,鬼柳地区交流センター,オニヤナギチクコウリュウセンター,北上市鬼柳町都鳥49番地,,39.274193,141.09584,１階玄関,0197-67-4310,,施設就業時間等に準ずる,,,
032069,0000000261,岩手県,北上市,花巻農業協同組合みなみ支店,ハナマキノウギョウキョウドウクミアイミナミシテン,北上市鬼柳町川原小屋41番地１,,39.270351,141.111053,１階事務所,0197-67-5115,,施設就業時間等に準ずる,,,
032069,0000000262,岩手県,北上市,パチンコＣＡＴ’ｓ北上店,パチンコキャッツキタカミテン,北上市鬼柳町都鳥190番地１,,39.274498,141.100433,１階カウンター付近,0197-67-0221,,施設就業時間等に準ずる,,,
032069,0000000263,岩手県,北上市,養護老人ホーム北星荘,ヨウゴロウジンホームホクセイソウ,北上市下鬼柳17地割127番地５,,39.267372,141.084427,１階事務所前,0197-81-5777,,施設就業時間等に準ずる,,,
032069,0000000264,岩手県,北上市,小規模多機能ホームおにやなぎ,ショウキボタキノウホームオニヤナギ,北上市鬼柳町新井田45,,39.278641,141.081543,１階宿泊棟,0197-67-0287,,施設就業時間等に準ずる,,,
032069,0000000265,岩手県,北上市,有料老人ホーム　きたかみ,ユウリョウロウジンホーム　キタカミ,北上市鬼柳町荒高37番地１,,39.276741,141.102982,１階玄関,0197-62-3721,,施設就業時間等に準ずる,,,
032069,0000000266,岩手県,北上市,みなみ内科クリニック,ミナミナイカクリニック,北上市鬼柳町荒高35番地1,,39.276741,141.102982,１階院内,0197-62-3730,,施設就業時間等に準ずる,,,
032069,0000000267,岩手県,北上市,よしだ整形外科クリニック,ヨシダセイケイゲカクリニック,北上市鬼柳町荒高34番地1,,39.276741,141.102982,１階院内,0197-62-5525,,施設就業時間等に準ずる,,,
032069,0000000268,岩手県,北上市,アメリカンスポーツ(株式会社みちのくジャパン),アメリカンスポーツ(カブシキガイシャミチノクジャパン),北上市北鬼柳32地割19番地,,39.285175,141.106079,１階カウンター,0197-63-7700,,施設就業時間等に準ずる,,,
032069,0000000269,岩手県,北上市,イオン江釣子店,イオンエヅリコテン,北上市北鬼柳19地割68番地,,39.293438,141.093399,"２階事務所
１階店内エスカレーター横",0197-65-2711,,施設就業時間等に準ずる,,,
032069,0000000270,岩手県,北上市,江釣子ショッピングセンターパル,エヅリコショッピングセンターパル,北上市北鬼柳19地割68番地,,39.293438,141.093399,１階パル警備室,0197-65-2511,,施設就業時間等に準ずる,,,
032069,0000000271,岩手県,北上市,なおこ歯科クリニック,ナオコシカクリニック,北上市北鬼柳18地割104番地２,,39.293072,141.099777,１階診療室,0197-61-3368,,施設就業時間等に準ずる,,,
032069,0000000272,岩手県,北上市,北上江釣子インター（北上管理事務所）,キタカミエヅリコインター（キタカミカンリジムショ）,北上市北鬼柳16地割73番地２,,39.297211,141.090118,１階事務所,0197-77-2201,,施設就業時間等に準ずる,,,
032069,0000000273,岩手県,北上市,パチンコユニオン北上,パチンコユニオンキタカミ,北上市北鬼柳15地割177番地１,,39.295162,141.093246,１階事務所,0197-65-0178,,施設就業時間等に準ずる,,,
032069,0000000274,岩手県,北上市,日高見中央クリニック,ヒダカミチュウオウクリニック,北上市北鬼柳22地割46番地,,39.290413,141.093491,１階内視鏡室前,0197-61-0888,,施設就業時間等に準ずる,,,
032069,0000000275,岩手県,北上市,ファミリー歯科医院,ファミリーシカイイン,北上市北鬼柳19地割83番地１,,39.293587,141.090012,１階相談コーナー,0197-77-4182,,施設就業時間等に準ずる,,,
032069,0000000276,岩手県,北上市,介護老人保健施設　たいわ,カイゴロウジンホケンシセツ　タイワ,北上市北鬼柳20地割20番地,,39.292843,141.089355,１階ステーション,0197-77-3300,,施設就業時間等に準ずる,,,
032069,0000000277,岩手県,北上市,コクピット107,コクピットヒャクナナ,北上市北鬼柳18地割48番地２,,39.293072,141.099777,１階事務室内,0197-63-7607,,施設就業時間等に準ずる,,,
032069,0000000278,岩手県,北上市,ＩＢＣハウジングメッセ北上管理事務所,アイビーシーハウジングメッセキタカミカンリジムショ,北上市北鬼柳21地割114番地,,39.291866,141.093567,１階管理棟,0197-65‐5755,,施設就業時間等に準ずる,,,
032069,0000000279,岩手県,北上市,江釣子勤労者体育センター,エヅリコキンロウシャタイイクセンター,北上市北鬼柳22地割52番地３,,39.290848,141.097351,１階体育館ロビー,0197-77-4004,,施設就業時間等に準ずる,,,
032069,0000000280,岩手県,北上市,ザ・ジャポナイズリサージュ,ザ・ジャポナイズリサージュ,北上市北鬼柳15地割5,,39.29475,141.096024,１階通路,0197-72-5553,,施設就業時間等に準ずる,,,
032069,0000000281,岩手県,北上市,パルコホーム北上支店,パルコホームキタカミシテン,北上市北鬼柳20地割63番地１,,39.292458,141.096222,１階受付,0197-64-2566,,施設就業時間等に準ずる,,,
032069,0000000282,岩手県,北上市,きたえるーむ北上中央店,きたえるーむキタカミチュウオウテン,北上市北鬼柳18地割50番地1,,39.293072,141.099777,１階施設入口,0197-72-8809,,施設就業時間等に準ずる,,,
032069,0000000283,岩手県,北上市,江釣子10区コミュニティーセンター,エヅリコジュックコミュニティーセンター,北上市滑田４地割11番地２,,39.317043,141.059235,１階玄関,0197-77-4455,,施設就業時間等に準ずる,,,
032069,0000000284,岩手県,北上市,江釣子小学校,エヅリコショウガッコウ,北上市上江釣子16地割200番地,,39.300014,141.073196,"１階体育館入口
１階保健室",0197-77-2219,,施設就業時間等に準ずる,,,
032069,0000000285,岩手県,北上市,江釣子中学校,エヅリコチュウガッコウ,北上市上江釣子17地割172番地１,,39.298065,141.074097,"１階職員玄関
１階体育館入口",0197-77-2931,,施設就業時間等に準ずる,,,
032069,0000000286,岩手県,北上市,江釣子保育園,エヅリコホイクエン,北上市上江釣子17地割105番地１,,39.298065,141.074097,１階玄関,0197-77-2855,,施設就業時間等に準ずる,,,
032069,0000000287,岩手県,北上市,江釣子幼稚園,エヅリコヨウチエン,北上市滑田15地割57番地,,39.317581,141.067184,１階事務室内,0197-77-4340,,施設就業時間等に準ずる,,,
032069,0000000288,岩手県,北上市,菅整形外科医院,カンセイケイゲカイイン,北上市上江釣子16地割51番地２,,39.300014,141.073196,１階処置室,0197-77-5110,,施設就業時間等に準ずる,,,
032069,0000000289,岩手県,北上市,北上市役所江釣子庁舎,キタカミシヤクショエヅリコチョウシャ,北上市上江釣子17地割201番地2,,39.298065,141.074097,１階正面入口,0197-64-2111,4210,施設就業時間等に準ずる,,,
032069,0000000290,岩手県,北上市,ケミコン岩手株式会社,ケミコンイワテカブシキカイシャ,北上市下江釣子14地割40番地１,,39.296223,141.052948,"１階事務室
１階第５工場入口",0197-77-2231,,施設就業時間等に準ずる,,,
032069,0000000291,岩手県,北上市,佐藤さとし歯科医院,サトウサトシシカイイン,北上市下江釣子11地割60番地４,,39.299519,141.03804,１階受付,0197-73-5850,,施設就業時間等に準ずる,,,
032069,0000000292,岩手県,北上市,北上市立鳩岡崎保育園,キタカミシリツハトオカザキホイクエン,北上市鳩岡崎3地割44番地17,,39.312798,141.084,１階事務室,0197-77-2412,,施設就業時間等に準ずる,,,
032069,0000000293,岩手県,北上市,花巻農業協同組合江釣子支店,ハナマキノウギョウキョウドウクミアイエヅリコシテン,北上市上江釣子17地割210番地１,,39.298065,141.074097,１階事務室,0197-77-2511,,施設就業時間等に準ずる,,,
032069,0000000294,岩手県,北上市,ひらのこどもクリニック,ヒラノコドモクリニック,北上市上江釣子17地割219番地１,,39.297325,141.072159,１階処置室,0197-71-5800,,施設就業時間等に準ずる,,,
032069,0000000295,岩手県,北上市,和賀川グリンパークテニスコート,ワガカワグリンパークテニスコート,北上市上江釣子21地割,,39.29781,141.076996,１階管理棟,090-1063-2318,,施設就業時間等に準ずる,,,
032069,0000000296,岩手県,北上市,㈱愛工大興岩手営業所,カブシキガイシャアイコウタイコウイワテエイギョウショ,北上市上江釣子12地割264番地1,,39.30249,141.084396,１階事務室,0197-72-6100,,施設就業時間等に準ずる,,,
032069,0000000297,岩手県,北上市,江釣子野球場,エヅリコヤキュウジョウ,北上市上江釣子２地割121番地１,,39.300285,141.059647,１階本部室,0197-77-4343,,施設就業時間等に準ずる,,,
032069,0000000298,岩手県,北上市,江釣子体育館,エヅリコタイイクカン,北上市上江釣子17地割172番地,,39.298065,141.074097,１階体育館玄関,0197-77-4004,,施設就業時間等に準ずる,,,
032069,0000000299,岩手県,北上市,北上市立江釣子保育園地域子育て支援センター,キタカミシリツエヅリコホイクエンチイキコソダテシエンセンター,北上市上江釣子17地割138番地1,,39.296803,141.075348,１階事務室,0197-77-3920,,施設就業時間等に準ずる,,,
032069,0000000300,岩手県,北上市,江釣子共同福祉施設,エヅリコキョウドウフクシシセツ,北上市鳩岡崎２地割５１番地1,,39.313465,141.086624,１階管理人室前,0197-72-8243,,施設就業時間等に準ずる,,,
032069,0000000301,岩手県,北上市,立風の館,リーフノヤカタ,北上市下江釣子13地割77番地１,,39.299503,141.04686,１階廊下,0197-62-5088,,施設就業時間等に準ずる,,,
032069,0000000302,岩手県,北上市,特別養護老人ホーム　わがの里,トクベツヨウゴロウジンホーム　ワガノサト,北上市下江釣子10地割74番地３,,39.295338,141.038345,１階面会室,0197-73-5511,,施設就業時間等に準ずる,,,
032069,0000000303,岩手県,北上市,TDK秋田株式会社北上工場,ティーディーケーアキタカブシキガイシャキタカミコウジョウ,北上市和賀町後藤２地割106番地163,,39.327991,141.004532,"１階守衛所
１階正面玄関
１階健康管理室
１階食堂",0197-71-7611,,施設就業時間等に準ずる,,,
032069,0000000304,岩手県,北上市,株式会社ＩＪＴＴ北上工場,カブシキガイシャＩＪＴＴキタカミコウジョウ,北上市和賀町後藤２地割106番地６,,39.327991,141.004532,１階事務所入口,0197-73-8501,,施設就業時間等に準ずる,,,
032069,0000000305,岩手県,北上市,いわさき小学校,イワサキショウガッコウ,北上市和賀町岩崎18地割53番地３,,39.281673,141.04158,"１体育館入口
１階更衣室",0197-71-7887,,施設就業時間等に準ずる,,,
032069,0000000306,岩手県,北上市,いわさき認定こども園,イワサキニンテイコドモエン,北上市和賀町岩崎18地割57番地14,,39.280872,141.039062,１階医務室,0197-73-8111,,施設就業時間等に準ずる,,,
032069,0000000307,岩手県,北上市,岩手中部浄水場,イワテチュウブジョウスイジョウ,北上市和賀町煤孫３地割320番地,,39.270756,140.995071,２階中央操作室,0197-73-5300,,施設就業時間等に準ずる,,,
032069,0000000308,岩手県,北上市,門神歯科クリニック,カドガミシカクリニック,北上市和賀町横川目36地割16番地10,,39.308575,140.985764,１階受付,0197-72-4180,,施設就業時間等に準ずる,,,
032069,0000000309,岩手県,北上市,きたかみカントリークラブ,キタカミカントリークラブ,北上市和賀町煤孫1地割97番地１,,39.26786,140.979309,１階フロント,0197-73-6911,,施設就業時間等に準ずる,,,
032069,0000000310,岩手県,北上市,北上市多目的催事場,キタカミシタモクテキサイジジョウ,北上市和賀町藤根17地割14番地１,,39.302917,141.030716,１階事務所,0197-73-5964,,施設就業時間等に準ずる,,,
032069,0000000311,岩手県,北上市,北上市役所和賀庁舎,キタカミシヤクショワガチョウシャ,北上市和賀町横川目11地割160番地,,39.306732,140.979309,１階正面玄関入口,0197-64-2111,5110,施設就業時間等に準ずる,,,
032069,0000000312,岩手県,北上市,株式会社　北日本リゾート（夏油高原スキー場）,カブシキガイシャ　キタニホンリゾート（ゲトウコウゲンスキージョウ）,北上市和賀町岩崎新田畑入山国有林内,,39.257545,141.005173,１階スキー場内インフォメーション,"0197-65-9005
",,施設就業時間等に準ずる,,,
032069,0000000313,岩手県,北上市,昭和コンクリート工業株式会社岩手工場,ショウワコンクリートコウギョウカブシキガイシャイワテコウジョウ,北上市和賀町竪川目１地割33番地27,,39.312595,141.000626,１階事務室内,0197-72-2750,,施設就業時間等に準ずる,,,
032069,0000000314,岩手県,北上市,株式会社　西部開発農産,カブシキガイシャ　セイブカイハツノウサン,北上市和賀町後藤１地割333番地,,39.333561,140.999451,１階事務所入口,0197-73-6471,,施設就業時間等に準ずる,,,
032069,0000000315,岩手県,北上市,株式会社　瀬美温泉,カブシキガイシャ　セミオンセン,北上市和賀町岩崎新田1地割128番地2,,39.242352,140.988144,１階フロント,0197-73-7294,,施設就業時間等に準ずる,,,
032069,0000000316,岩手県,北上市,株式会社多加良製作所岩手工場,カブシキガイシャタカラセイサクショイワテコウジョウ,北上市和賀町竪川目１地割33番地126,,39.312595,141.000626,"１階食堂棟
１階事務棟
１階組立棟",0197-72-2141,,施設就業時間等に準ずる,,,
032069,0000000317,岩手県,北上市,株式会社北上テクノ,カブシキガイシャキタカミテクノ,北上市和賀町竪川目１地割192番地１,,39.309288,140.996002,１階玄関,0197-71-6655,,施設就業時間等に準ずる,,,
032069,0000000318,岩手県,北上市,東北日発株式会社,トウホクニッパツカブシキガイシャ,北上市和賀町藤根18地割25番地２,,39.301575,141.03981,１階事務所玄関,0197-73-5221,,施設就業時間等に準ずる,,,
032069,0000000319,岩手県,北上市,長沼一区公民館,ナガヌマイックコウミンカン,北上市和賀町長沼３地割55番地,,39.298264,141.012955,１階玄関,,,施設就業時間等に準ずる,,,
032069,0000000320,岩手県,北上市,社会福祉法人方光会　萩の江,シャカイフクシホウジンホウコウカイ　ハギノエ,北上市和賀町藤根14地割144番地15,,39.315937,141.031418,１階事務所　,0197-71-7066,,施設就業時間等に準ずる,,,
032069,0000000321,岩手県,北上市,畠山歯科クリニック,ハタケヤマシカクリニック,北上市和賀町長沼６地割146番地７,,39.298355,141.033081,１階診察室,0197-73-5893,,施設就業時間等に準ずる,,,
032069,0000000322,岩手県,北上市,花巻農業協同組合和賀町・岩崎・横川目支店,ハナマキノウギョウキョウドウクミアイワガチョウ・イワサキ・ヨコカワメシテン,北上市和賀町藤根18地割39番地３,,39.302299,141.035019,２階事務室,0197-73-5111,,施設就業時間等に準ずる,,,
032069,0000000323,岩手県,北上市,日立オートモティブシステムズハイキャスト株式会社,ヒタチオートモティブシステムズハイキャストカブシキガイシャ,北上市和賀町後藤２地割106番地145,,39.327991,141.004532,"１階管理棟内
１階工場内",0197-71-7211,,施設就業時間等に準ずる,,,
032069,0000000324,岩手県,北上市,ふるさと体験館北上,フルサトタイケンカンキタカミ,北上市和賀町山口23地割24番地５,,39.296673,140.973663,１階フロント事務室,0197-72-2883,,施設就業時間等に準ずる,,,
032069,0000000325,岩手県,北上市,北上市立藤根幼稚園,キタカミシリツフジネヨウチエン,北上市和賀町長沼6地割6番地３,,39.299549,141.030502,１階玄関,0197-73-5335,,施設就業時間等に準ずる,,,
032069,0000000326,岩手県,北上市,藤根地区交流センター,フジネチクコウリュウセンター,北上市和賀町藤根14地割147番地３,,39.315937,141.031418,１階玄関ホール,0197-73-5299,,施設就業時間等に準ずる,,,
032069,0000000327,岩手県,北上市,横川目デイサービス長寿園,ヨコカワメデイサービスチョウジュエン,北上市和賀町横川目13地割3番地３,,39.310822,140.972702,１階廊下,0197-71-6848,,施設就業時間等に準ずる,,,
032069,0000000328,岩手県,北上市,介護老人保健施設　まつみ,カイゴロウジンホケンシセツ　マツミ,北上市和賀町長沼５地割350番地１,,39.299694,141.028671,１階玄関,0197-73-8811,,施設就業時間等に準ずる,,,
032069,0000000329,岩手県,北上市,北上市立笠松小学校,キタカミシリツカサマツショウガッコウ,北上市和賀町竪川目２地割18番地２,,39.306671,140.997131,１階体育館,0197-72-2103,,施設就業時間等に準ずる,,,
032069,0000000330,岩手県,北上市,和賀西小学校,ワガニシショウガッコウ,北上市和賀町横川目７地割134番地３,,39.312256,140.971786,"１階体育館玄関
１階職員室",0197-72-2102,,施設就業時間等に準ずる,,,
032069,0000000331,岩手県,北上市,和賀西中学校,ワガニシチュウガッコウ,北上市和賀町横川目13地割64番地１,,39.314781,140.978638,"１階職員玄関
１階体育館入口",0197-72-2105,,施設就業時間等に準ずる,,,
032069,0000000332,岩手県,北上市,障がい福祉サービス事業所　和賀の園　,ショウガイフクシサービスジギョウショ　ワガノソノ,北上市和賀町煤孫９地割９番地１,,39.284267,141.005341,１階事務室兼職員室,0197-73-5123,,施設就業時間等に準ずる,,,
032069,0000000333,岩手県,北上市,ハイリマレリ岩手株式会社,ハイリマレリイワテカブシキガイシャ,北上市和賀町竪川目１地割27番地５,,39.311489,141.002075,"C棟１階事務室
組立棟１階休憩室
過酷棟１階手洗場",0197-72-4111,,施設就業時間等に準ずる,,,
032069,0000000334,岩手県,北上市,和賀東小学校,ワガヒガシショウガッコウ,北上市和賀町藤根17地割100番地２,,39.302067,141.031113,"１階正面玄関
１階体育館入口",0197-71-7166,,施設就業時間等に準ずる,,,
032069,0000000335,岩手県,北上市,和賀東中学校,ワガヒガシチュウガッコウ,北上市和賀町長沼６地割１番地,,39.297546,141.030441,"１階体育館入口
２階職員室前",0197-73-5106,,施設就業時間等に準ずる,,,
032069,0000000336,岩手県,北上市,岩崎野球場,イワサキヤキュウジョウ,北上市和賀町岩崎18地割74番地５,,39.280872,141.039062,１階玄関,0197-73-5403,,施設就業時間等に準ずる,,,
032069,0000000337,岩手県,北上市,東北自然エネルギー㈱北上事業所,トウホクシゼンエネルギーカブシキガイシャキタカミジギョウショ,北上市和賀町仙人6地割44番地3,,39.306519,140.919403,２階事務所,0197-74-2103,,施設就業時間等に準ずる,,,
032069,0000000338,岩手県,北上市,㈱小田島組,カブシキガイシャオダシマグミ,北上市和賀町竪川目1地割33番地137,,39.312595,141.000626,１階出入口,0197-72-2176,,施設就業時間等に準ずる,,,
032069,0000000339,岩手県,北上市,岩崎地区交流センター,イワサキチクコウリュウセンター,北上市和賀町岩崎18地割53番地８,,39.281673,141.04158,１階玄関ホール,0197-73-6076,,施設就業時間等に準ずる,,,
032069,0000000340,岩手県,北上市,北上市立鬼の館,キタカミシリツオニノヤカタ,北上市和賀町岩崎16地割131番地,,39.275845,141.045258,１階エントランスホール,0197-73-8488,,施設就業時間等に準ずる,,,
032069,0000000341,岩手県,北上市,岩手中部広域行政組合,イワテチュウブコウイキギョウセイクミアイ,北上市和賀町後藤３地割60番地,,39.32613,141.018936,１階ロビー,0197-72-8286,,施設就業時間等に準ずる,,,
032069,0000000342,岩手県,北上市,北上市消防団13分団6部屯所,キタカミシショウボウダンジュウサンブンダンロクブトンショ,北上市和賀町岩崎29地割,,39.278515,141.050018,,,,施設就業時間等に準ずる,,,車両に積載
032069,0000000343,岩手県,北上市,介護老人保健施設　みさと,カイゴロウジンホケンシセツ　ミサト,北上市和賀町煤孫10地割14番地１,,39.288971,141.001434,２階医務室,0197-71-7231,,施設就業時間等に準ずる,,,
032069,0000000344,岩手県,北上市,小規模多機能ホーム　横川目,ショウキボタキノウホーム　ヨコカワメ,北上市和賀町横川目11地割161番地１,,39.306221,140.977722,１階リビング,0197-72-4531,,施設就業時間等に準ずる,,,
032069,0000000345,岩手県,北上市,岩手中部クリーンセンター地域振興施設クリーンドーム,イワテチュウブクリーンセンターチイキシンコウシセツクリーンドーム,北上市和賀町後藤3地割470番地,,39.32613,141.018936,１階玄関,0197-72-8286,,施設就業時間等に準ずる,,,
